id,tube_types,manufacturer_scope,pinout,heater_voltage,heater_current_amp,anode_voltage,screen_voltage,grid_voltage,nominal_anode_current_ma,nominal_screen_current_ma,max_anode_voltage,max_screen_voltage,max_anode_power_w,max_screen_power_w,anode_compliance_ma,screen_compliance_ma,curve_va_stop_v,curve_grid_voltages,source_url,extraction_status,approved_for_hardware
MFR38_582_12AT7_Brimar_518265a512,12AT7,Brimar,A1 G2 K3 H4 H5 A6 G7 K8 CT9,6.3,0.3,250,0,-2,9.499,0,300,0,2.5,0,7.9,0,300,"0,-1,-2,-3,-4,-5,-6",https://tube-data.com/sheetsE.html,SOURCE_INDEX_VERIFIED_CONSERVATIVE_TEMPLATE,1
