id;display_name;tube_types;manufacturer_scope;anode_voltage;nominal_anode_current_ma;max_anode_power_w;screen_voltage;nominal_screen_current_ma;max_screen_power_w;reason;source_sha256
MFR26_6F6G_BRIMAR_102d986784;[BLOKADA v2.44] 6F6G — Brimar — READY;6F6G;Brimar;285.0;38.0;11.0;285.0;7.0;3.75;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;0c9bf907b7f7f3e02c6668e3dab0f28a1626419f245ec30c67de365a9daa26a9
MFR21_EL34_BRIMAR_8890f00c4c;[BLOKADA v2.44] EL34 — Brimar — READY;EL34;Brimar;250.0;100.0;25.0;250.0;15.0;8.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;fdbf4fc450639f8a82a3c1190857e1820fe7819f10d8ce0e595674bad0b6d0a4
MFR25_EL84_BRIMAR_fdc4bec930;[BLOKADA v2.44] EL84 — Brimar — READY;EL84;Brimar;250.0;48.0;12.0;250.0;5.5;2.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;5cebd1684b38e5450da787910183d6f4fee95d781bb25df884a5f2cc7917475e
MFR25_ECC81_EI_cc33bda5a3;[BLOKADA v2.44] ECC81 — Ei — READY;ECC81;Ei;250.0;10.0;2.5;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;a9a0186d2f12fd3dce2d7f570e91ff982ab2907e60744686f90cd57f14fcb343
MFR25_ECC82_EI_ede2fef98b;[BLOKADA v2.44] ECC82 — Ei — READY;ECC82;Ei;250.0;10.5;2.75;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;f545a04d4bf847a5167dd5d549f163a420007af6f62299c6de55ff108bde9afc
MFR21_EL34_EI_5b86053422;[BLOKADA v2.44] EL34 — Ei — READY;EL34;Ei;250.0;100.0;25.0;250.0;14.9;8.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;c51d44dd6f48ea279d61fb1155bbf6493a189d6adb4c4dda90d029c305cfe723
MFR25_EL84_EI_5b19f36d3f;[BLOKADA v2.44] EL84 — Ei — READY;EL84;Ei;250.0;48.0;12.0;250.0;5.5;2.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;bd90fcabe1f92fcd0329a3427df76a0c3f03a893260b87306c1692135d6e3bd3
MFR_12AU7_GENERAL_ELECTRIC_6d557f313e;[BLOKADA v2.44] 12AU7 — General Electric — READY;12AU7 / 12AU7A;General Electric;250.0;10.5;2.75;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;975e2c6467843db78859e2f86c42ea46a3f893e19788405055b87651d24b2c14
MFR21_12AU7A_GENERAL_ELECTRIC_5ae46dd9bc;[BLOKADA v2.44] 12AU7A — General Electric — READY;12AU7A;General Electric;250.0;10.5;2.75;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;975e2c6467843db78859e2f86c42ea46a3f893e19788405055b87651d24b2c14
5899_GE_100_100;[BLOKADA v2.44] 5899 — General Electric — READY;5899;General Electric;100.0;7.2;0.75;100.0;2.0;0.35;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;a4f99c12e7e868e073d63a4862ec2aea1a2f21d4b1f61eae02ff80919242aec1
MFR27_6201_GL6201_GENERAL_ELECTRIC_18a348fb97;[BLOKADA v2.44] 6201 — General Electric — READY;6201 (= GL6201);General Electric;250.0;10.0;2.5;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;05819762d360b8d50a12f2bb439e399d3b7f7cc3a2c987e086c5a91e77fd984e
6AC7_GE_300_150;[BLOKADA v2.44] 6AC7 — General Electric — READY;6AC7;General Electric;300.0;10.0;3.0;150.0;2.5;0.38;"BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve; screen_point_has_less_than_5_percent_power_reserve.";e4e07588b5e9e0df35cad3d20a027126a74c35a71d728a3a331d29329571e23c
6BL7GTA_GE_250V;[BLOKADA v2.44] 6BL7GTA — General Electric — READY;6BL7GTA / 6BL7-GTA;General Electric;250.0;40.0;10.0;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;c77713362e3f5fb835d3064a797f827efd8610d9f2f1a620fed32a863c86f53e
MFR25_6BQ5_GENERAL_ELECTRIC_40e348abd6;[BLOKADA v2.44] 6BQ5 — General Electric — READY;6BQ5;General Electric;250.0;48.0;12.0;250.0;5.5;2.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;1a5d2b89344e58ec5482879c45fcad1c98aa69afe7b36eec57e329190112e473
6CW5_GE_170_170;[BLOKADA v2.44] 6CW5 — General Electric — READY;6CW5;General Electric;170.0;70.0;12.0;170.0;5.0;1.75;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;1da04a31b67a33d518044774ec283faa7b8548df5a7a7ee1ee57be02db696975
FULL_GL6201_GENERAL_ELECTRIC_f76fc742507e;[BLOKADA v2.44] GL6201 — General Electric — READY;GL6201;General Electric;250.0;10.0;2.5;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;05819762d360b8d50a12f2bb439e399d3b7f7cc3a2c987e086c5a91e77fd984e
MFR25_ECC81_JJ_985ff9c3b1;[BLOKADA v2.44] ECC81 — JJ — READY;ECC81;JJ;250.0;10.0;2.5;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;8430ee35a88dcb480b17847b6f968f31b0409055ad3750303d07f9d3ba5f332c
MFR25_ECC82_JJ_8c1512b389;[BLOKADA v2.44] ECC82 — JJ — READY;ECC82;JJ;250.0;10.5;2.75;0.0;0.0;0.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;e57b9ddc7a34d5b244fa4b0956aed927b4abc7b8b6b8f8459f8833168fd28a57
MFR25_EL84_JJ_9bfbf810b3;[BLOKADA v2.44] EL84 — JJ — READY;EL84;JJ;250.0;48.0;12.0;250.0;5.5;2.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;46aed7386bea3271f22cf0c5f05d0d7cb44bfe2a9c4a29a0acb86ef932e4c7db
ECL82_LRT_PENTODE_170_170;[BLOKADA v2.44] ECL82 — La Radiotechnique — READY;ECL82 / 6BM8;La Radiotechnique;170.0;41.0;7.0;170.0;8.0;1.8;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;bb3fe8e726ce1cb10191ae833fbec90728d369b6995299fd1130877a56937b8a
MFR20_EF80_LA_RADIOTECHNIQUE_176c462e28;[BLOKADA v2.44] EF80 — La Radiotechnique — READY;EF80;La Radiotechnique;250.0;10.0;2.5;250.0;2.8;0.7;"BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve; screen_point_has_less_than_5_percent_power_reserve.";03104852c04006829ef6f786b1891b8c89aa51badc5aae720e76586a2f5bf7f6
MFR21_EL34_LA_RADIOTECHNIQUE_e5666ee45f;[BLOKADA v2.44] EL34 — La Radiotechnique — READY;EL34;La Radiotechnique;250.0;100.0;25.0;250.0;14.9;8.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;2f88efafb1211297f00809679dc183ee00d18897b18287649d41c1af7f01fd69
MFR25_EL84_LA_RADIOTECHNIQUE_f5ca94acd3;[BLOKADA v2.44] EL84 — La Radiotechnique — READY;EL84;La Radiotechnique;250.0;48.0;12.0;250.0;5.5;2.0;BLOKADA po ponownym audycie: anode_point_has_less_than_5_percent_power_reserve.;ffaf1a2bc3d9948ca2b398a4c06a3f32ae4db620b536a28afd17d01e79f424d0
